Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1325333760,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325333820,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325333880,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325333940,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334000,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334060,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334120,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334180,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334240,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334300,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334360,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334420,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334480,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334540,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334600,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334660,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334720,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334780,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334840,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334900,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325334960,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335020,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335080,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335140,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335200,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335260,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335320,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335380,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335440,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335500,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335560,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335620,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335680,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335740,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335800,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335860,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335920,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325335980,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336040,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336100,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336160,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336220,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336280,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336340,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336400,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336460,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336520,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336580,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336640,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336700,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336760,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336820,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336880,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325336940,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337000,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337060,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337120,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337180,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337240,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337300,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337360,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337420,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337480,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337540,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337600,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337660,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337720,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337780,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337840,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337900,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325337960,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338020,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338080,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338140,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338200,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338260,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338320,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338380,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338440,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338500,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338560,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338620,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338680,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338740,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338800,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338860,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338920,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325338980,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339040,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339100,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339160,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339220,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339280,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339340,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339400,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339460,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339520,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339580,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339640,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339700,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339760,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
1325339820,4.39,4.39,4.39,4.39,0.45558087,2.0000000193,4.39
